startupName,Industry,Sector,investorName,Date,Multiple Angel Rounds,Follow on VC Funding,Exited,City,Region,Website,More Details,
Limo,IT & ITES,M-Commerce (Aggregator - Bus - Local),"Gaurav Mathur,Anand Lunia,Anupam Mittal,Others",Aug-15,No,Obtained,Non Exited,Bangalore,South,https://www.limoapp.in/,"INR 2.91 Cr  Pricing Details: Equity Shares FV = Rs. 10, Issue Price = Rs. 10,520 CCPS FV = Rs. 10, Issue Price = Rs. 10,520  Issue of 10 Equity Shares and 1893 CCPS to Anand Lunia amouting to INR 2.00 Cr. Issue of 10 Equity Shares and 227 CCPS to Gaurav Mathur amounting to INR 0.25 Cr. Issue of 10 Equity Shares and 618 CCPS to Anupam Mittal amounting to INR 0.66 Cr.  The initial conversion ratio for the CCPS is 1:1.  Co Name = Raftaar Technologies Private Limited",
Mechanicapp,IT & ITES,Mobile VAS (Marketplace - Car Mechanics),Native Angels Network,Aug-15,No,None,Non Exited,Erode,South,,"Native Angels Network has made an investment of INR 21 lakh in Mechanicapp, a start-up that has created an app connecting about 700 mechanics in the Perundurai-Erode region near Coimbatore. Mechanicapp enables roadside mechanics to tap customers, who in turn get quick access to their services when they are driving along the highways or in remote places in the region.",
NightStay,IT & ITES,Mobile VAS (Marketplace - Hotel  Booking - Last Minute),Rajesh Sawhney,Aug-15,No,None,Non Exited,Mumbai,West,http://www.nightstay.in/,"Last minute and expired hotel room inventory booking application NightStay has raised about $500,000 in a pre-seed round from BedRock Ventures, Rajesh Sawhney of GSF and Shailesh Vickram Singh, Partner at Seedfund.",
Qyk,IT & ITES,Online Services (Marketplace - Professional Services),"Powai Lake Ventures,Growx Ventures,Others",Aug-15,Yes,None,Non Exited,Bangalore,South,http://www.qykapp.com/,"Qyk, a professional services aggregator, has raised INR 6.5 crore in pre-series A funding from Growx Ventures, an early stage investment firm, along with existing backers Tracxn Labs, Powai Lake Ventures and Sahil Barua.",
(RainCan),IT & ITES,,Ajeet Khurana,Aug-15,Yes,None,Non Exited,Pune,West,http://www.raincan.com/,USD 100k.,
Ressy,IT & ITES,M-Commerce - Restaurant - Coupons,"Mohandas Pai,Others",Aug-15,No,None,Non Exited,Pune,West,http://www.ressyapp.com/,"$400K. Ressy, a Pune-based restaurant discounts start-up, has closed an angel round of USD 400,000 (about INR 2.5 crore). Others - Vikram Chachra, Founding Partner, Eight Capital(Lead Investor),  Akshay Garg, co-founder of Komli Media, Jeljo Johny Kottoor, director, ProV Venture Investments (Singapore) and Ketharaman Swaminathan, founder, GTM360.  The start-up, which currently covers restaurants in Pune and Goa, plans to expand in 10 other cities, adding over 5,000 restaurants and one million users. In Pune, it also plans to expand across sectors like wellness, adventure and retail.",
Scripbox,IT & ITES,Online Services (Personal Finance - Mutual Funds),"Deep Kalra,Others",Aug-15,Yes,Obtained,Non Exited,Bangalore,South,https://scripbox.com/,"Accel India is leading the Series A round of financing in the company of INR 16 crore along with MakeMyTrip executives Deep Kalra, Rajesh Magow and Mohit Gupta, besides a group of other angel investors.",
Shadowfax,Shipping & Logistics,Logistics Servicer (E-Commerce - Local),"Kunal Bahl,Rohit Bansal,Powai Lake Ventures,Others",Aug-15,No,Obtained,Non Exited,Gurgaon,North,http://shadowfax.in/,"Gurgaon-based start-up Shadowfax has received an angel funding of USD 300,000 (about INR 1.95 crore) from Snapdeal co-founders Kunal Bahl and Rohit Bansal, Limeroad founder Prashant Malik. The on-demand hyperlocal merchant delivery services provider launched its services in May 2015 and processes about 3,000 orders a day. Some 120-150 outlets are currently utilising its service for last-mile delivery in the Delhi-NCR region",
Sheroes,IT & ITES,Online Services (HR - Jobs & Career for Women),"Quintillion Media,Indus Khaitan,Girish Mathrubootham,Binny Bansal,Vijay Shekhar Sharma,Rajan Anandan,Others",Aug-15,Yes,Obtained,Non Exited,Noida,North,http://sheroes.in/,"Co Name = Applied Life Pvt. Ltd Sheroes.in, a jobs and career community for women founded by Sairee Chahal, has raised INR 5 crore led by Raghav Bahl-owned Quintillion Media and 500 Startups. Other investors included Rajan Anandan, Vijay Shekhar Sharma, Binny Bansal, Indus Khaitan and Krishna Mehra.",
The Home Salon,Healthcare & Life Sciences,Wellness (Home Salon Services),VentureNursery Angels,Aug-15,No,None,Non Exited,Mumbai,West,http://thehomesalon.in/,"On-demand home beauty and wellness services platform, The Home Salon (THS), has got seed investment by members of start-up accelerator VentureNursery. THS connects stylists, therapists and beauticians with customers looking to indulge in convenient and prompt home services and treatments which are just a click of a button away.",
Wow! Momo,Food & Beverages,Restaurants (Momos),"Anand Ladsariya,Indian Angel Network",Aug-15,No,None,Non Exited,Kolkata,East,,"INR 10.09 Cr for 9.90% stake.  Pricing Details:  CCPS = FV Rs 1430; Issue Price = Rs 8269.14; Issue of 12,202 CCPS to the investors.  Post money equity valuation = INR 102 Cr.  Kolkata-based Wow! Momo, is a chain of 50 quick service restaurants across Kolkata, Bangalore, Pune, Chennai, and Kochi. The investment was led by Sanjeev Bhikchandani, Saurabh Srivastava and Ashvin Chadha (who will join the board). Other investors include Ajai Chowdhry, Kris Gopalakrishnan, and Raman Roy. The company has recently opened in Delhi.",
Zocalo,IT & ITES,Online Services (Classifieds - Rentals),"Rajesh Sawhney,Others",Aug-15,No,None,Non Exited,Gurgaon,North,http://zocalo.in,"Hostel and apartment rental listing web site Zocalo.in has raised funding from a clutch of investors in an angel round of funding and plans to use the funds to enhance technology and marketing exercises. The investors are Rajesh Sawhney, founder of GSF Accelerator; Sachin Bhatia, co-founder of MakeMyTrip; Mahesh Parasuraman, former managing director, the Carlyle Group; Laksh Vaaman Sehgal, director, Motherson Sumi Group; Dheeraj Jain, partner with a UK-based hedge fund; and Udaan Angels, along with a few more unnamed investors. The company offers listings of paying guest, hostel, shared and rental apartment accommodation. The broker-free platform will not adopt the subscription-based model, but may look at advertisements for revenue in the future.",
Delight Foods,IT & ITES,Online Services (E-Commerce - Consumer Shopping - Traditional Snacks),"Kanwaljit Singh,Others",Jul-15,No,None,Non Exited,Bangalore,South,http://www.delightfoods.com/,"Delight Foods, which is owned by GFOI Retail Pvt. Ltd has raised about $156k (about INR 1 Cr.) in seed round funding led by investment bank MAPE Advisory Group and Fireside Ventures. The funds will be used in expansion of the team as well as in launching the marketing campaign in Bangalore in August. Delight Foods is an ecommerce platform that helps in bringing together iconic Indian food brands under one roof. Currently, it caters hand-picked and carefully curated Indian foods in 5 categories – sweets, savouries, bakery items, papads/pickles and masalas/mixes.",
DropKaffe,Food & Beverages,"Catering (Food Delivery - Coffee, Snacks To Office Workers)","Kanwaljit Singh,Others",Jul-15,Yes,Obtained,Non Exited,Bangalore,South,http://dropkaffe.com/,"INR 2.18 Cr P39 Capital via Tibcorp International Pte Ltd invested INR 0.60 Cr Fireside Ventures invested INR 0.25 Cr Others invested INR 1.33 Cr  Pricing details: Equity: FV = INR 10; Issue Price = INR 3124.50 Series Seed Preference Shares: FV = INR 300; Issue Price = INR 3124.50  Between Jul 2015 and Dec 2015, Issue of 194 equity shares and 1726 Series Seed Preference Shares to P39 Capital Issue of 80 equity shares and 720 Series Seed Preference Shares to Fireside Ventures Issue of 398 equity shares and 3858 Series Seed Preference Shares to others  The company created an ESOP pool that consists of 10.45% of the fully diluted share capital.  Post deal, the company valuation is INR 12.90 Cr  Co Name = Dropkaffe Food And Beverages Private Limited The funds will be used to hire more talent and expand across Bangalore. The company plans to have 10 DropKaffe fulfilment centres by the end of October.",
Elanic,IT & ITES,Mobile VAS (Classifieds),"Aneesh Reddy,Others",Jul-15,No,None,Non Exited,Bangalore,South,http://elanic.in/,"Ohers = Rebright VC, Tracxn Labs.",
Explara,IT & ITES,Online Services (Utility â€“ Event Ticketing),"Singapore Angel Network,Hyderabad Angels,Others",Jul-15,Yes,Obtained,Non Exited,Pune,West,http://ayojak.com/,"INR 3.35 Cr Hyderabad Angels  invested INR 2.35 Cr,   Singapore Angel Network invested INR 0.25 Cr,  Rajan Anandan  invested INR 0.10 Cr Ness Wadia invested INR 0.25 Cr Blume Ventures invested INR 0.4 Cr  Pricing detail:","CCD: FV & Issue Price = INR 1000  Between Jul 2015 and Oct 2015, Issue of 4000 CCDs to Blume Ventures Issue of 29518 CCDs to Others  The conversion ratio of CCD is currently unknown  Co Name: Signure Technologies Private Limited Event ticketing platform Explara is set to start selling movie tickets, for which it has raised INR 3.3 crore in a bridge round from Ness Wadia, Singapore Angels and Hyderabad Angels. The Blume Ventures-backed startup, which sells tickets in event categories such as sports, travel and food, has tied up with about 30 single theatres and multiplexes in Maharashtra and Gujarat."
Goodbox,IT & ITES,Mobile VAS ( M-Commerce - Chat based),"Aprameya Radhakrishna,Others",Jul-15,Yes,Obtained,Non Exited,Bangalore,South,http://goodbox.in/,"Co Name = Tsepak Technologies Pvt Ltd. Goodbox is a mobile app that allows consumers to buy from multiple businesses over the app via chat and allows businesses to sell to their consumers over it. The Bangalore-based firm plans to use the funds raised to upgrade technology, expand operations and acquire more merchants. Goodbox provides small and medium businesses, including kirana stores, with an application presence in five minutes along with a payment gateway, thereby allowing customers to interact and engage with them. The company raised seed funding earlier this year from the Manipal Group, TaxiForSure co-founder Aprameya Radhakrishna and redBus co-founder Charan Padmaraju.",
IndiaLends,IT & ITES,Online Services (Marketplace - Personal Loans),"Deepak Shahdadpuri,Others",Jul-15,No,None,Non Exited,Delhi,North,https://indialends.com/,"IndiaLends has raised a round of funding led by DSG Consumer Partners, Siddharth Parekh and others. The Delhi-based startup plans to use the proceeds from the pre-Series A round of funding to expand its footprint across the country and further build its technology . Other angel investors also participated in the round.",
Infinity Assurance,IT & ITES,Warranty Services,Indian Angel Network,Jul-15,No,None,Non Exited,Delhi,North,http://www.infinityassurance.com/,"INR 3.84 Cr IAN invested 3.84 Cr for 30.12% stake  Pricing details: Preference Share: FV = INR 12; Issue price = INR 107.96  Between May 2015 and Mar 2016, issue of 355687 preference shares to IAN and individuals from the network  The company created an ESOP pool that constitutes 8% stake of the fully diluted share capital.  Co Name = INFINITY ASSURANCE SOLUTIONS PRIVATE LIMITED  The round was led by Vishal Lalani, managing director of Indication Instruments Limited, and HCL founder Ajai Chowdhry. Law firm NovoJuris advised Indian Angel Network on the deal.  The target generated revenue of INR 0.06 cr and incurred a loss of INR (0.43) Cr for FY15",
Joybynature.com,IT & ITES,Online Services (E-Commerce - Consumer Shopping - Organic Products),"Mumbai Angels,Others",Jul-15,No,Obtained,Non Exited,Delhi,North,http://www.joybynature.com/,"Joybynature, an online store owned by Pavitra Retail selling natural and organic products, has raised INR 6 crore from Contrarian Vriddhi Fund, Mumbai Angels, and a clutch of high networth individuals (HNIs). The HNIs in this round include Abhimanyu Munjal of Hero Group, Vaaman Sehgal from Samvardhana Motherson Group, Dhairya Choudhrie of Ananda Spa - and Malls all have invested via ADVantedge Technology Partners. Amit Banka founded Equity Crest acted as a Financial Advisor to JoyByNature. New round of funding would be utilized for private label launch, senior level talent acquisition, marketing and technology ramp up. The Mumbai Angels investment was led by Samir Shah, Taha Nabee and Ajit Surana. Sanjay Otawat was another co-investor in the round.  Joybynature.com addresses a critical gap of discovery, and awareness about safe, organic and natural products in India.  The company has registered GMV sales of INR 1.7 Crore in FY14-15.",
Ketto,IT & ITES,Online Services (Utility - Crowd Funding Platform),"Singapore Angel Network,Calcutta Angels,SRI Capital,Anupam Mittal,Chennai Angels,Others",Jul-15,Yes,None,Non Exited,Mumbai,West,http://ketto.org/,"Mumbai based crowdfunding platform for social, personal and creative projects Ketto has raised USD $700k funding led by Chennai Angles and Calcutta Angles along with ah! Ventures, Intellcap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetVenture, and Project Guerrilla.  With the infused funds, the startup plans to double its technology and business development team with an aim to reach USD $100m in volumes by crowdfunding. Ketto also plans to expand operations in Singapore, Indonesia, Malaysia, among other South-East Asian countries.  Founded in October, 2012 by Varun Sheth, Bollywood actor Kunal Kapoor and Zaheer Adenwala, Ketto is Asia’s largest crowdfunding platform for social, personal and creative projects, according to crowdsurfer.com. The company has witnessed a growth of 3000% year-on-year basis in terms of volumes, and in the past few months, has been crowdfunding close to a crore monthly.  In the last 12 months, multiple celebrities & corporates have backed various projects by raising funds on Ketto. The list includes names like- Hritik Roshan, Amitabh Bachchan, Anuskha Sharma, Myntra, Star Sports, among others.",
